order_id,customer_id,delivery_status,delivery_time
1232,1469,On Time,79
1233,1838,On Time,83
1234,1906,On Time,43
1235,1746,On Time,87
1236,1562,On Time,98
1237,1392,Delayed,32
1238,1612,On Time,137
1239,1688,On Time,133
1240,1541,On Time,66
1241,1515,On Time,85
1242,1752,On Time,160
1243,1003,On Time,169
1244,1192,On Time,145
1245,1895,On Time,82
1246,1305,Delayed,109
1247,1815,On Time,164
1248,1456,On Time,61
1249,1446,On Time,147
1250,1644,On Time,162
1251,1862,On Time,35
1252,1853,Delayed,39
1253,1631,On Time,150
1254,1136,On Time,120
1255,1858,Delayed,22
1256,1463,On Time,62
1257,1486,On Time,81
1258,1258,On Time,149
1259,1914,On Time,25
1260,1994,On Time,66
1261,1406,On Time,137
1262,1690,Delayed,165
1263,1469,On Time,174
1264,1242,On Time,27
1265,1387,On Time,94
1266,1888,On Time,47
1267,1222,On Time,159
1268,1753,On Time,62
1269,1306,On Time,153
1270,1506,On Time,149
1271,1617,Delayed,113
1272,1516,On Time,132
1273,1951,On Time,141
1274,1650,On Time,164
1275,1966,On Time,120
1276,1007,On Time,91
1277,1074,On Time,156
1278,1947,On Time,178
1279,1727,Delayed,45
1280,1175,On Time,148
1281,1675,Delayed,108
1282,1967,On Time,103
1283,1031,On Time,54
1284,1493,On Time,111
1285,1778,Delayed,139
1286,1083,Delayed,141
1287,1595,On Time,71
1288,1523,On Time,102
1289,1366,On Time,178
1290,1283,On Time,162
1291,1951,On Time,177
1292,1769,On Time,44
1293,1322,On Time,136
1294,1608,On Time,158
1295,1193,On Time,67
1296,1737,Delayed,170
1297,1673,On Time,141
1298,1212,On Time,32
1299,1641,On Time,17
1300,1158,Delayed,134
1301,1852,On Time,123
1302,1617,Delayed,107
1303,1772,On Time,160
1304,1105,On Time,170
1305,1079,Delayed,77
1306,1020,On Time,99
1307,1855,On Time,46
1308,1657,On Time,113
1309,1619,On Time,172
1310,1467,On Time,27
1311,1504,Delayed,118
1312,1141,On Time,42
1313,1093,On Time,98
1314,1453,On Time,57
1315,1720,Delayed,53
1316,1054,Delayed,27
1317,1917,On Time,56
1318,1478,Delayed,152
1319,1952,On Time,79
1320,1602,On Time,161
1321,1125,Delayed,90
1322,1940,On Time,55
1323,1447,On Time,38
1324,1710,On Time,139
1325,1693,Delayed,51
1326,1727,On Time,106
1327,1700,On Time,144
1328,1808,On Time,40
1329,1525,Delayed,99
1330,1364,On Time,82
1331,1248,On Time,95
1332,1817,On Time,57
1333,1200,On Time,179
1334,1564,On Time,55
1335,1419,On Time,48
1336,1457,Delayed,16
1337,1525,On Time,132
1338,1501,On Time,77
1339,1779,On Time,60
1340,1520,On Time,109
1341,1551,On Time,16
1342,1924,On Time,92
1343,1475,On Time,74
1344,1442,Delayed,39
1345,1519,On Time,52
1346,1017,On Time,71
1347,1486,On Time,168
1348,1089,On Time,117
1349,1780,On Time,72
1350,1960,On Time,175
1351,1869,On Time,136
1352,1034,On Time,130
1353,1325,On Time,111
1354,1608,On Time,120
1355,1324,On Time,51
1356,1821,Delayed,154
1357,1847,On Time,131
1358,1876,On Time,30
1359,1605,On Time,22
1360,1793,Delayed,33
1361,1564,On Time,105
1362,1603,On Time,48
1363,1662,On Time,95
1364,1266,On Time,162
1365,1842,On Time,39
1366,1483,On Time,76
1367,1769,On Time,175
1368,1436,On Time,154
1369,1648,On Time,95
1370,1402,Delayed,110
1371,1700,On Time,146
1372,1490,On Time,64
1373,1489,On Time,88
1374,1408,On Time,142
1375,1540,On Time,166
1376,1837,On Time,98
1377,1249,On Time,61
1378,1265,On Time,155
1379,1972,On Time,56
1380,1534,On Time,53
1381,1649,On Time,132
1382,1934,On Time,19
1383,1069,On Time,37
1384,1425,On Time,88
1385,1831,On Time,103
1386,1882,On Time,118
1387,1284,On Time,169
1388,1523,Delayed,94
1389,1172,On Time,58
1390,1581,Delayed,179
1391,1686,Delayed,103
1392,1519,On Time,118
1393,1443,On Time,25
1394,1756,On Time,164
1395,1836,On Time,160
1396,1508,Delayed,75
1397,1350,On Time,60
1398,1888,On Time,153
1399,1784,On Time,156
1400,1294,On Time,109
1401,1020,On Time,179
1402,1096,On Time,88
1403,1140,On Time,74
1404,1922,On Time,129
1405,1214,On Time,62
1406,1441,Delayed,165
1407,1753,On Time,64
1408,1061,On Time,157
1409,1904,On Time,168
1410,1806,On Time,80
1411,1635,On Time,171
1412,1786,On Time,90
1413,1472,Delayed,47
1414,1942,On Time,47
1415,1914,On Time,163
1416,1385,On Time,29
1417,1220,On Time,108
1418,1649,On Time,95
1419,1303,On Time,76
1420,1943,Delayed,24
1421,1688,Delayed,110
1422,1078,On Time,38
1423,1678,On Time,45
1424,1938,On Time,84
1425,1931,On Time,160
1426,1676,On Time,35
1427,1751,Delayed,133
1428,1721,On Time,17
1429,1141,On Time,88
1430,1207,Delayed,31
1431,1988,On Time,159
1432,1901,On Time,90
1433,1541,Delayed,53
1434,1619,On Time,38
1435,1031,On Time,125
1436,1620,On Time,74
1437,1118,On Time,41
1438,1754,On Time,16
1439,1251,On Time,97
1440,1062,Delayed,108
1441,1750,Delayed,43
1442,1606,On Time,60
1443,1089,On Time,17
1444,1915,On Time,32
1445,1905,On Time,77
1446,1845,On Time,49
1447,1091,On Time,138
1448,1116,On Time,107
1449,1298,On Time,162
1450,1321,On Time,89
1451,1938,On Time,23
1452,1136,On Time,151
1453,1040,On Time,51
1454,1420,On Time,34
1455,1308,On Time,76
1456,1576,On Time,128
1457,1721,On Time,62
1458,1647,On Time,143
1459,1109,On Time,116
1460,1396,On Time,169
1461,1913,On Time,154
1462,1492,On Time,172
1463,1338,On Time,115
1464,1326,On Time,172
1465,1250,Delayed,27
1466,1296,On Time,168
1467,1750,On Time,111
1468,1717,Delayed,52
1469,1554,On Time,132
1470,1106,Delayed,97
1471,1459,On Time,167
1472,1533,On Time,176
1473,1987,On Time,164
1474,1656,On Time,41
1475,1260,Delayed,97
1476,1023,On Time,92
1477,1395,On Time,162
1478,1769,On Time,121
1479,1220,On Time,172
1480,1225,On Time,17
1481,1819,On Time,94
1482,1820,On Time,83
1483,1444,On Time,81
1484,1882,On Time,139
1485,1337,On Time,55
1486,1509,On Time,144
1487,1544,On Time,150
1488,1232,Delayed,174
1489,1694,On Time,93
1490,1048,On Time,165
1491,1770,On Time,129
1492,1120,On Time,162
1493,1216,On Time,128
1494,1500,On Time,106
1495,1445,On Time,122
1496,1886,On Time,141
1497,1228,On Time,111
1498,1719,On Time,77
1499,1522,On Time,45
1500,1504,On Time,177
1501,1361,On Time,114
1502,1216,On Time,89
1503,1616,Delayed,71
1504,1851,On Time,93
1505,1997,On Time,134
1506,1853,On Time,171
1507,1059,On Time,74
1508,1483,On Time,159
1509,1525,On Time,53
1510,1756,Delayed,15
1511,1857,On Time,25
1512,1222,On Time,106
1513,1287,On Time,45
1514,1016,On Time,131
1515,1159,On Time,99
1516,1425,Delayed,114
1517,1061,On Time,125
1518,1920,Delayed,63
1519,1660,On Time,27
1520,1361,On Time,47
1521,1834,On Time,70
1522,1981,On Time,94
1523,1348,Delayed,35
1524,1679,On Time,147
1525,1809,On Time,38
1526,1647,On Time,159
1527,1157,On Time,82
1528,1691,On Time,75
1529,1118,On Time,130
1530,1314,On Time,161
1531,1526,On Time,168
1532,1968,On Time,148
1533,1405,On Time,33
1534,1852,On Time,18
1535,1695,On Time,155
1536,1595,On Time,130
1537,1214,Delayed,103
1538,1168,On Time,75
1539,1324,Delayed,133
1540,1598,On Time,51
1541,1696,On Time,70
1542,1331,On Time,55
1543,1991,On Time,83
1544,1431,On Time,110
1545,1553,On Time,81
1546,1833,On Time,130
1547,1638,On Time,168
1548,1131,On Time,129
1549,1069,On Time,117
1550,1205,On Time,75
1551,1892,On Time,19
1552,1739,On Time,80
1553,1376,On Time,66
1554,1965,Delayed,78
1555,1669,On Time,46
1556,1756,On Time,82
1557,1244,On Time,59
1558,1098,On Time,80
1559,1091,On Time,144
1560,1140,On Time,100
1561,1648,Delayed,119
1562,1794,On Time,175
1563,1696,Delayed,67
1564,1114,On Time,90
1565,1667,On Time,18
1566,1299,On Time,64
1567,1473,On Time,16
1568,1652,On Time,170
1569,1080,On Time,151
1570,1860,On Time,27
1571,1574,On Time,87
1572,1533,On Time,105
1573,1991,On Time,92
1574,1533,On Time,106
1575,1316,Delayed,101
1576,1232,On Time,119
1577,1842,On Time,121
1578,1270,Delayed,68
1579,1843,On Time,88
1580,1557,On Time,67
1581,1174,On Time,100
1582,1980,On Time,142
1583,1251,On Time,64
1584,1261,On Time,155
1585,1329,On Time,105
1586,1953,On Time,23
1587,1829,On Time,42
1588,1982,On Time,162
1589,1396,On Time,37
1590,1923,On Time,86
1591,1738,On Time,170
1592,1243,On Time,172
1593,1056,Delayed,119
1594,1608,Delayed,165
1595,1276,On Time,139
1596,1151,Delayed,60
1597,1209,On Time,41
1598,1262,On Time,82
1599,1070,On Time,38
1600,1978,On Time,89
1601,1472,On Time,35
1602,1960,Delayed,102
1603,1846,On Time,101
1604,1725,On Time,29
1605,1316,Delayed,127
1606,1831,Delayed,15
1607,1424,On Time,38
1608,1470,Delayed,35
1609,1678,Delayed,109
1610,1204,On Time,93
1611,1078,On Time,82
1612,1172,Delayed,44
1613,1797,Delayed,19
1614,1904,Delayed,41
1615,1720,On Time,39
1616,1499,On Time,68
1617,1623,On Time,100
1618,1265,On Time,38
1619,1348,On Time,178
1620,1984,On Time,95
1621,1433,On Time,17
1622,1378,On Time,96
1623,1499,On Time,172
1624,1647,Delayed,139
1625,1646,Delayed,73
1626,1695,On Time,32
1627,1258,On Time,30
1628,1276,On Time,66
1629,1701,Delayed,147
1630,1096,On Time,26
1631,1540,On Time,21
1632,1800,On Time,81
1633,1030,On Time,127
1634,1519,Delayed,48
1635,1855,Delayed,41
1636,1623,On Time,109
1637,1920,On Time,131
1638,1231,On Time,28
1639,1670,Delayed,15
1640,1265,Delayed,72
1641,1478,On Time,80
1642,1137,On Time,87
1643,1992,On Time,62
1644,1152,On Time,157
1645,1043,Delayed,73
1646,1293,On Time,97
1647,1423,On Time,118
1648,1950,On Time,173
1649,1500,On Time,177
1650,1197,On Time,179
1651,1561,On Time,156
1652,1014,On Time,19
1653,1899,On Time,60
1654,1098,On Time,28
1655,1692,Delayed,86
1656,1230,On Time,145
1657,1024,On Time,60
1658,1785,On Time,130
1659,1116,On Time,68
1660,1113,On Time,92
1661,1801,On Time,130
1662,1686,On Time,168
1663,1081,On Time,163
1664,1610,On Time,46
1665,1845,On Time,124
1666,1801,On Time,17
1667,1735,On Time,44
1668,1484,On Time,114
1669,1193,Delayed,104
1670,1861,On Time,78
1671,1351,On Time,167
1672,1486,On Time,112
1673,1617,On Time,150
1674,1971,Delayed,150
1675,1870,On Time,25
1676,1706,On Time,155
1677,1182,On Time,95
1678,1859,On Time,133
1679,1927,On Time,67
1680,1412,On Time,62
1681,1783,On Time,148
1682,1813,On Time,71
1683,1009,On Time,112
1684,1993,On Time,26
1685,1769,On Time,111
1686,1381,On Time,85
1687,1991,On Time,78
1688,1146,On Time,117
1689,1594,On Time,171
1690,1920,Delayed,143
1691,1452,On Time,74
1692,1102,On Time,68
1693,1551,On Time,156
1694,1476,On Time,108
1695,1519,On Time,52
1696,1948,On Time,58
1697,1462,On Time,26
1698,1005,On Time,144
1699,1565,On Time,80
1700,1413,On Time,76
1701,1479,On Time,124
1702,1690,On Time,148
1703,1338,On Time,68
1704,1004,On Time,131
1705,1712,On Time,73
1706,1371,On Time,47
1707,1262,On Time,61
1708,1284,Delayed,29
1709,1662,On Time,115
1710,1234,On Time,95
1711,1878,Delayed,85
1712,1245,On Time,63
1713,1988,Delayed,99
1714,1161,On Time,60
1715,1995,On Time,108
1716,1784,Delayed,112
1717,1600,On Time,51
1718,1377,Delayed,99
1719,1264,On Time,23
1720,1046,On Time,139
1721,1693,On Time,139
1722,1496,On Time,98
1723,1193,On Time,50
1724,1447,Delayed,30
1725,1949,Delayed,29
1726,1360,On Time,83
1727,1195,On Time,154
1728,1940,On Time,146
1729,1942,On Time,44
1730,1234,On Time,100
1731,1513,On Time,171
1732,1936,On Time,47
1733,1688,On Time,39
1734,1473,On Time,66
1735,1539,On Time,80
1736,1264,On Time,117
1737,1804,Delayed,174
1738,1136,On Time,28
1739,1083,On Time,65
1740,1252,On Time,134
1741,1470,Delayed,38
1742,1152,On Time,80
1743,1174,On Time,51
1744,1063,Delayed,76
1745,1900,On Time,176
1746,1169,On Time,62
1747,1467,On Time,157
1748,1801,On Time,97
1749,1442,On Time,127
1750,1326,On Time,171
1751,1316,On Time,147
1752,1571,Delayed,65
1753,1726,On Time,86
1754,1794,On Time,178
1755,1628,On Time,114
1756,1767,On Time,33
1757,1164,On Time,126
1758,1688,On Time,56
1759,1673,On Time,96
1760,1710,On Time,40
1761,1032,On Time,123
1762,1366,Delayed,99
1763,1061,On Time,43
1764,1575,On Time,32
1765,1871,On Time,51
1766,1888,On Time,96
1767,1833,Delayed,57
1768,1741,On Time,89
1769,1991,On Time,57
1770,1275,On Time,122
1771,1925,On Time,58
1772,1943,Delayed,145
1773,1884,On Time,147
1774,1318,On Time,78
1775,1114,On Time,152
1776,1800,On Time,45
1777,1663,On Time,91
1778,1244,On Time,177
1779,1437,On Time,179
1780,1700,On Time,25
1781,1896,Delayed,55
1782,1114,On Time,17
1783,1471,On Time,96
1784,1342,On Time,94
1785,1730,On Time,41
1786,1712,On Time,89
1787,1391,On Time,40
1788,1631,On Time,139
1789,1771,On Time,167
1790,1864,On Time,119
1791,1842,On Time,75
1792,1692,On Time,65
1793,1303,On Time,81
1794,1615,On Time,153
1795,1959,On Time,42
1796,1304,On Time,162
1797,1375,On Time,52
1798,1513,On Time,123
1799,1469,On Time,113
1800,1712,On Time,150
1801,1959,Delayed,150
1802,1053,On Time,173
1803,1418,On Time,122
1804,1053,On Time,134
1805,1248,On Time,67
1806,1829,On Time,126
1807,1098,On Time,91
1808,1788,Delayed,66
1809,1103,On Time,175
1810,1493,On Time,115
1811,1943,On Time,107
1812,1435,On Time,61
1813,1115,Delayed,115
1814,1090,On Time,42
1815,1725,On Time,71
1816,1432,Delayed,111
1817,1297,On Time,134
1818,1305,On Time,30
1819,1692,On Time,57
1820,1357,On Time,100
1821,1403,On Time,27
1822,1977,On Time,94
1823,1225,On Time,119
1824,1889,On Time,40
1825,1354,Delayed,109
1826,1158,On Time,112
1827,1779,Delayed,120
1828,1676,On Time,74
1829,1864,On Time,70
1830,1075,Delayed,110
1831,1355,Delayed,176
1832,1751,On Time,115
1833,1140,On Time,76
1834,1169,On Time,149
1835,1001,Delayed,27
1836,1503,On Time,91
1837,1377,On Time,34
1838,1247,On Time,51
1839,1864,Delayed,139
1840,1491,On Time,160
1841,1320,On Time,166
1842,1296,On Time,64
1843,1827,On Time,21
1844,1245,On Time,29
1845,1981,On Time,49
1846,1108,On Time,127
1847,1469,On Time,167
1848,1698,On Time,123
1849,1221,On Time,171
1850,1298,On Time,140
1851,1829,On Time,161
1852,1410,On Time,74
1853,1146,On Time,124
1854,1986,On Time,67
1855,1231,On Time,59
1856,1008,On Time,41
1857,1929,Delayed,141
1858,1608,On Time,101
1859,1162,On Time,137
1860,1486,Delayed,19
1861,1171,On Time,58
1862,1572,On Time,158
1863,1075,On Time,64
1864,1357,On Time,160
1865,1473,On Time,74
1866,1724,On Time,37
1867,1059,On Time,55
1868,1164,On Time,133
1869,1545,On Time,83
1870,1320,On Time,122
1871,1663,On Time,115
1872,1150,On Time,32
1873,1962,Delayed,137
1874,1107,On Time,35
1875,1423,On Time,90
1876,1552,On Time,103
1877,1508,Delayed,131
1878,1570,On Time,116
1879,1914,Delayed,42
1880,1861,Delayed,46
1881,1180,On Time,80
1882,1487,On Time,37
1883,1633,Delayed,175
1884,1752,On Time,172
1885,1706,Delayed,139
1886,1519,On Time,71
1887,1702,On Time,27
1888,1547,On Time,162
1889,1931,On Time,86
1890,1427,On Time,113
1891,1003,On Time,122
1892,1938,On Time,125
1893,1243,On Time,77
1894,1076,On Time,114
1895,1126,On Time,71
1896,1389,On Time,104
1897,1495,On Time,123
1898,1082,On Time,135
1899,1349,On Time,123
1900,1945,On Time,81
1901,1758,On Time,138
1902,1621,On Time,106
1903,1037,Delayed,95
1904,1530,On Time,145
1905,1093,Delayed,131
1906,1433,On Time,150
1907,1003,On Time,22
1908,1996,On Time,121
1909,1505,On Time,137
1910,1749,On Time,165
1911,1475,On Time,19
1912,1256,On Time,130
1913,1840,On Time,124
1914,1095,On Time,56
1915,1797,On Time,94
1916,1023,On Time,37
1917,1373,On Time,31
1918,1835,Delayed,157
1919,1621,On Time,36
1920,1524,On Time,43
1921,1277,On Time,55
1922,1020,On Time,88
1923,1081,Delayed,121
1924,1072,On Time,37
1925,1557,Delayed,43
1926,1390,On Time,57
1927,1197,On Time,21
1928,1623,Delayed,20
1929,1011,Delayed,17
1930,1385,On Time,169
1931,1634,On Time,158
1932,1042,On Time,172
1933,1299,Delayed,134
1934,1480,On Time,173
1935,1843,Delayed,101
1936,1655,Delayed,112
1937,1687,On Time,40
1938,1234,On Time,179
1939,1850,Delayed,49
1940,1501,On Time,122
1941,1613,On Time,160
1942,1840,On Time,55
1943,1576,On Time,49
1944,1840,On Time,58
1945,1799,On Time,157
1946,1846,Delayed,48
1947,1372,On Time,178
1948,1557,On Time,59
1949,1801,On Time,58
1950,1210,Delayed,90
1951,1673,Delayed,73
1952,1931,On Time,95
1953,1750,Delayed,65
1954,1207,On Time,122
1955,1915,On Time,146
1956,1078,On Time,49
1957,1899,On Time,49
1958,1199,On Time,84
1959,1010,On Time,106
1960,1455,On Time,179
1961,1893,Delayed,129
1962,1682,On Time,26
1963,1762,On Time,25
1964,1710,On Time,28
1965,1399,On Time,179
1966,1123,On Time,156
1967,1729,On Time,145
1968,1974,Delayed,155
1969,1301,Delayed,47
1970,1769,On Time,86
1971,1973,On Time,150
1972,1492,On Time,82
1973,1286,On Time,72
1974,1102,On Time,22
1975,1410,On Time,28
1976,1631,On Time,126
1977,1783,Delayed,154
1978,1687,On Time,116
1979,1540,On Time,72
1980,1459,On Time,91
1981,1090,On Time,123
1982,1710,On Time,52
1983,1590,On Time,43
1984,1244,On Time,45
1985,1473,On Time,125
1986,1416,On Time,144
1987,1057,On Time,155
1988,1575,On Time,69
1989,1806,On Time,129
1990,1034,On Time,140
1991,1736,On Time,164
1992,1060,On Time,39
1993,1489,On Time,136
1994,1412,On Time,57
1995,1931,On Time,111
1996,1815,On Time,163
1997,1038,On Time,130
1998,1463,On Time,161
1999,1701,On Time,32
2000,1702,On Time,78
2001,1490,Delayed,16
2002,1610,On Time,110
2003,1888,Delayed,162
2004,1482,On Time,37
2005,1635,On Time,57
2006,1117,Delayed,133
2007,1735,On Time,127
2008,1750,On Time,160
2009,1211,On Time,143
2010,1380,On Time,71
2011,1231,On Time,127
2012,1349,On Time,69
2013,1241,On Time,69
2014,1031,On Time,52
2015,1301,Delayed,144
2016,1508,On Time,178
2017,1464,On Time,58
2018,1928,On Time,71
2019,1341,On Time,90
2020,1256,On Time,73
2021,1052,On Time,116
2022,1789,On Time,80
2023,1338,On Time,99
2024,1729,On Time,123
2025,1081,On Time,47
2026,1451,On Time,155
2027,1657,On Time,63
2028,1480,On Time,134
2029,1024,On Time,19
2030,1060,On Time,81
2031,1139,On Time,22
2032,1143,On Time,154
2033,1907,On Time,171
2034,1669,Delayed,100
2035,1835,On Time,41
2036,1377,On Time,140
2037,1889,Delayed,93
2038,1254,On Time,147
2039,1755,Delayed,101
2040,1604,On Time,104
2041,1591,On Time,99
2042,1293,On Time,47
2043,1444,On Time,98
2044,1093,On Time,16
2045,1135,On Time,128
2046,1211,On Time,63
2047,1780,Delayed,29
2048,1838,On Time,97
2049,1512,On Time,48
2050,1836,On Time,129
2051,1754,On Time,176
2052,1587,On Time,78
2053,1741,On Time,74
2054,1861,On Time,126
2055,1103,On Time,54
2056,1408,On Time,166
2057,1342,Delayed,151
2058,1489,On Time,162
2059,1115,On Time,110
2060,1814,On Time,162
2061,1137,Delayed,130
2062,1604,On Time,139
2063,1660,On Time,149
2064,1725,Delayed,131
2065,1855,Delayed,48
2066,1286,On Time,83
2067,1595,On Time,23
2068,1818,On Time,60
2069,1526,On Time,164
2070,1176,On Time,59
2071,1761,On Time,76
2072,1872,On Time,42
2073,1591,On Time,142
2074,1315,On Time,164
2075,1415,On Time,154
2076,1372,On Time,60
2077,1536,Delayed,28
2078,1269,On Time,66
2079,1227,On Time,138
2080,1981,On Time,69
2081,1560,On Time,73
2082,1945,On Time,139
2083,1096,On Time,29
2084,1302,On Time,18
2085,1225,On Time,155
2086,1549,On Time,91
2087,1383,On Time,99
2088,1121,On Time,51
2089,1394,On Time,138
2090,1390,On Time,160
2091,1778,On Time,127
2092,1425,On Time,153
2093,1785,On Time,130
2094,1466,On Time,73
2095,1820,Delayed,90
2096,1478,Delayed,142
2097,1485,On Time,145
2098,1444,On Time,87
2099,1400,On Time,92
2100,1361,On Time,35
2101,1166,On Time,86
2102,1979,On Time,134
2103,1035,On Time,45
2104,1477,Delayed,129
2105,1529,On Time,149
2106,1133,On Time,132
2107,1515,On Time,31
2108,1707,On Time,166
2109,1843,On Time,138
2110,1969,On Time,179
2111,1482,On Time,32
2112,1145,On Time,173
2113,1946,On Time,42
2114,1168,On Time,124
2115,1954,On Time,16
2116,1318,On Time,162
2117,1087,On Time,127
2118,1298,On Time,24
2119,1886,On Time,161
2120,1548,On Time,38
2121,1850,On Time,39
2122,1159,On Time,100
2123,1013,On Time,92
2124,1395,On Time,171
2125,1118,On Time,105
2126,1472,On Time,52
2127,1563,Delayed,57
2128,1402,On Time,30
2129,1933,On Time,42
2130,1377,On Time,41
2131,1273,On Time,39
2132,1516,On Time,92
2133,1143,On Time,158
2134,1994,On Time,113
2135,1600,On Time,138
2136,1312,On Time,116
2137,1164,On Time,157
2138,1966,On Time,160
2139,1526,On Time,69
2140,1015,On Time,120
2141,1013,On Time,121
2142,1372,On Time,21
2143,1649,On Time,101
2144,1735,On Time,87
2145,1088,On Time,130
2146,1891,On Time,38
2147,1184,On Time,101
2148,1717,On Time,32
2149,1229,On Time,157
2150,1396,On Time,65
2151,1459,On Time,127
2152,1507,Delayed,71
2153,1084,On Time,163
2154,1270,On Time,65
2155,1575,Delayed,158
2156,1667,On Time,72
2157,1347,On Time,133
2158,1040,On Time,150
2159,1121,On Time,105
2160,1346,On Time,87
2161,1994,On Time,23
2162,1472,On Time,140
2163,1530,Delayed,168
2164,1197,On Time,93
2165,1683,On Time,99
2166,1722,On Time,31
2167,1645,On Time,15
2168,1540,On Time,137
2169,1416,On Time,148
2170,1995,On Time,139
2171,1136,On Time,125
2172,1053,Delayed,135
2173,1153,On Time,161
2174,1865,On Time,143
2175,1379,On Time,146
2176,1293,On Time,122
2177,1787,On Time,79
2178,1127,On Time,61
2179,1657,On Time,38
2180,1229,On Time,146
2181,1394,On Time,27
2182,1899,On Time,39
2183,1560,On Time,93
2184,1491,Delayed,82
2185,1130,On Time,50
2186,1229,On Time,129
2187,1607,On Time,170
2188,1617,On Time,123
2189,1506,On Time,15
2190,1084,On Time,43
2191,1797,Delayed,74
2192,1199,On Time,62
2193,1211,On Time,34
2194,1871,Delayed,72
2195,1209,On Time,138
2196,1492,On Time,106
2197,1632,On Time,173
2198,1343,On Time,27
2199,1024,On Time,140
2200,1987,On Time,133
2201,1713,On Time,90
2202,1717,On Time,136
2203,1439,On Time,85
2204,1863,On Time,40
2205,1796,On Time,139
2206,1082,On Time,75
2207,1078,Delayed,152
2208,1138,On Time,168
2209,1100,On Time,98
2210,1305,Delayed,16
2211,1936,On Time,37
2212,1555,On Time,79
2213,1244,On Time,114
2214,1790,On Time,61
2215,1366,On Time,133
2216,1905,On Time,61
2217,1324,On Time,102
2218,1340,On Time,77
2219,1371,On Time,167
2220,1705,On Time,175
2221,1788,On Time,135
2222,1361,Delayed,159
2223,1390,On Time,64
2224,1673,On Time,100
2225,1945,On Time,142
2226,1710,On Time,26
2227,1719,On Time,113
2228,1163,On Time,74
2229,1305,Delayed,83
2230,1801,On Time,26
2231,1717,On Time,35
2232,1427,On Time,135
2233,1471,On Time,103
2234,1423,Delayed,51
2235,1564,On Time,21
2236,1013,On Time,21
2237,1129,On Time,155
2238,1873,On Time,78
2239,1010,On Time,94
2240,1265,On Time,42
2241,1284,On Time,49
2242,1948,On Time,122
2243,1875,On Time,73
2244,1772,On Time,148
2245,1440,On Time,46
2246,1730,On Time,137
2247,1726,On Time,83
2248,1959,On Time,169
2249,1986,Delayed,65
2250,1107,On Time,129
2251,1904,Delayed,168
2252,1978,On Time,44
2253,1064,On Time,91
2254,1534,On Time,179
2255,1768,On Time,79
2256,1851,On Time,179
2257,1172,On Time,174
2258,1489,On Time,152
2259,1141,On Time,47
2260,1646,On Time,27
2261,1644,On Time,102
2262,1982,On Time,27
2263,1361,On Time,68
2264,1380,Delayed,176
2265,1430,On Time,71
2266,1955,Delayed,23
2267,1765,On Time,23
2268,1404,On Time,151
2269,1740,Delayed,113
2270,1028,On Time,135
2271,1862,On Time,155
2272,1737,On Time,150
2273,1399,On Time,18
2274,1375,On Time,22
2275,1717,On Time,169
2276,1354,Delayed,86
2277,1106,On Time,158
2278,1143,On Time,130
2279,1812,On Time,79
2280,1720,On Time,92
2281,1976,On Time,85
2282,1162,On Time,147
2283,1990,On Time,166
2284,1928,On Time,72
2285,1085,On Time,55
2286,1616,On Time,114
2287,1130,On Time,168
2288,1659,On Time,38
2289,1064,On Time,159
2290,1030,Delayed,63
2291,1110,On Time,152
2292,1599,Delayed,26
2293,1793,Delayed,124
2294,1297,On Time,102
2295,1023,On Time,75
2296,1129,On Time,152
2297,1030,On Time,146
2298,1375,On Time,28
2299,1194,Delayed,157
2300,1075,On Time,157
2301,1401,On Time,155
2302,1128,Delayed,89
2303,1529,On Time,30
2304,1573,On Time,119
2305,1165,On Time,166
2306,1554,On Time,92
2307,1068,On Time,170
2308,1008,On Time,37
2309,1431,On Time,157
2310,1028,Delayed,69
2311,1178,On Time,132
2312,1327,On Time,66
2313,1737,On Time,147
2314,1833,On Time,157
2315,1304,On Time,57
2316,1389,On Time,139
2317,1181,On Time,106
2318,1531,On Time,49
2319,1950,On Time,84
2320,1852,On Time,71
2321,1685,On Time,144
2322,1709,On Time,87
2323,1998,Delayed,54
2324,1860,On Time,77
2325,1031,On Time,15
2326,1083,On Time,179
2327,1527,Delayed,38
2328,1113,On Time,83
2329,1156,On Time,99
2330,1711,On Time,144
2331,1378,On Time,111
2332,1799,On Time,83
2333,1095,On Time,52
2334,1258,Delayed,67
2335,1320,Delayed,148
2336,1616,On Time,20
2337,1119,On Time,36
2338,1657,Delayed,53
2339,1776,On Time,56
2340,1232,On Time,171
2341,1672,Delayed,131
2342,1440,On Time,174
2343,1024,On Time,156
2344,1223,On Time,70
2345,1164,On Time,136
2346,1434,Delayed,21
2347,1815,Delayed,164
2348,1861,Delayed,98
2349,1735,On Time,171
2350,1052,On Time,166
2351,1951,On Time,118
2352,1931,On Time,81
2353,1426,On Time,68
2354,1325,Delayed,86
2355,1164,On Time,23
2356,1070,On Time,108
2357,1830,On Time,105
2358,1272,On Time,105
2359,1130,Delayed,85
2360,1743,Delayed,176
2361,1504,Delayed,69
2362,1368,Delayed,151
2363,1897,On Time,136
2364,1390,Delayed,53
2365,1728,On Time,42
2366,1967,On Time,145
2367,1317,On Time,25
2368,1712,On Time,81
2369,1038,On Time,82
2370,1834,On Time,174
2371,1120,On Time,109
2372,1624,Delayed,75
2373,1264,On Time,24
2374,1126,On Time,69
2375,1508,Delayed,70
2376,1080,On Time,63
2377,1071,On Time,82
2378,1347,On Time,79
2379,1090,On Time,44
2380,1755,Delayed,87
